TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,Cluster
321.93,Debit,Nashville,ATM,45.0,Engineer,12.0,4392.73,0
913.49125,Debit,Columbus,Branch,58.0,Retired,11.0,1390.98,1
283.23,Debit,El Paso,Online,40.0,Engineer,98.0,2008.7700000000002,1
346.65,Debit,Washington,Online,30.0,Engineer,60.00000000000001,6356.96,0
381.62,Debit,Las Vegas,Online,64.0,Retired,164.0,6009.12,1
388.65,Debit,Oklahoma City,ATM,76.0,Retired,43.0,7896.850000000001,0
29.220000000000002,Debit,San Antonio,ATM,24.0,Student,151.0,1649.43,0
46.75,Debit,Colorado Springs,Branch,67.0,Retired,150.0,2840.43,1
348.64,Debit,San Jose,Online,57.0,Retired,128.0,3274.96,0
319.17,Debit,Tucson,Online,73.0,Retired,81.0,6501.56,0
73.95,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,363.92,1
389.63,Debit,Mesa,Online,27.0,Engineer,99.0,9748.48,0
217.61,Debit,Chicago,ATM,19.0,Student,45.0,1404.53,1
199.84,Debit,Dallas,ATM,21.0,Student,150.0,706.44,1
56.35,Debit,Charlotte,ATM,44.0,Doctor,75.0,5095.73,1
248.94999999999996,Credit,San Francisco,Branch,65.0,Retired,29.000000000000004,3059.79,0
142.58,Debit,San Antonio,ATM,33.0,Engineer,145.0,7844.23,0
913.49125,Debit,Fort Worth,ATM,28.0,Student,87.0,1119.61,1
84.34,Debit,Memphis,Online,58.0,Retired,247.99999999999997,5313.97,0
913.49125,Debit,Phoenix,ATM,31.0,Engineer,156.0,6227.99,0
333.78,Debit,San Diego,ATM,60.0,Retired,98.0,6810.94,0
332.59,Debit,San Antonio,Online,55.0,Retired,143.0,1457.07,0
236.80999999999997,Debit,Oklahoma City,Branch,22.0,Student,15.0,813.68,0
417.8,Credit,Philadelphia,Branch,27.0,Student,130.0,1518.82,0
319.27,Debit,San Antonio,ATM,50.0,Doctor,150.0,10269.78,0
384.1,Debit,Detroit,Branch,42.0,Engineer,172.0,672.7899999999998,1
820.62,Credit,Fresno,Branch,61.0,Doctor,158.0,6024.8,1
474.7699999999999,Credit,Indianapolis,Online,56.0,Engineer,50.00000000000001,2158.59,1
542.72,Credit,Indianapolis,Branch,43.0,Doctor,91.99999999999999,6011.8,1
79.8,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,6372.58,1
46.24,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,2569.56,0
327.8,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,10585.48,0
445.79,Debit,Las Vegas,ATM,52.0,Doctor,161.0,717.9899999999999,1
55.89,Debit,Fresno,Online,72.0,Retired,150.0,3689.65,1
158.41,Debit,Sacramento,Branch,28.0,Student,16.0,1512.16,0
101.19,Credit,Denver,Online,64.0,Doctor,75.0,14389.45,1
827.14,Debit,El Paso,Branch,36.0,Engineer,265.0,9800.21,1
61.96999999999999,Debit,Phoenix,ATM,74.0,Retired,95.0,7014.69,0
27.21,Debit,San Jose,ATM,79.0,Retired,102.0,3520.61,0
173.74,Debit,Houston,Online,80.0,Retired,64.0,4913.42,1
176.11,Debit,San Jose,Branch,38.0,Engineer,105.0,9155.35,0
88.4,Debit,Fort Worth,Online,46.0,Engineer,174.0,2567.53,1
567.92,Debit,Columbus,Online,53.0,Retired,14.0,3779.4699999999993,1
138.11,Credit,Phoenix,Online,68.0,Retired,104.0,4177.65,0
456.93000000000006,Credit,Virginia Beach,Branch,28.0,Engineer,193.0,7284.76,0
101.42,Debit,Atlanta,Online,66.0,Retired,146.0,6530.59,1
300.61,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,7895.540000000001,1
265.94,Debit,Boston,Online,54.0,Engineer,132.0,6781.3,1
345.54,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,2091.78,0
411.52,Debit,Los Angeles,ATM,41.0,Doctor,88.0,11108.39,1
111.21,Debit,Portland,Branch,35.0,Doctor,111.0,9088.36,0
316.37,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,4671.69,1
260.63,Debit,Fort Worth,Branch,37.0,Engineer,142.0,7534.7300000000005,1
92.36,Debit,Dallas,ATM,29.0,Engineer,144.0,6353.14,1
262.06,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,13587.52,0
64.5,Debit,Denver,ATM,74.0,Retired,230.0,1351.24,1
253.55,Debit,Jacksonville,ATM,28.0,Engineer,85.0,2797.26,1
408.28,Credit,Nashville,Branch,21.0,Student,125.0,1222.77,0
175.94,Debit,Indianapolis,ATM,57.0,Retired,89.0,3728.0400000000004,1
199.47,Debit,Detroit,Online,57.0,Doctor,142.0,6067.44,1
51.07,Debit,Dallas,Branch,63.0,Retired,133.0,4292.16,1
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,3801.8200000000006,1
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,6353.22,1
182.79,Credit,Louisville,Online,23.0,Student,14.0,1251.85,1
628.36,Debit,Austin,Online,44.0,Doctor,107.99999999999999,11869.71,1
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,9409.43,0
362.27,Debit,Jacksonville,ATM,80.0,Retired,47.0,6003.59,1
560.15,Credit,Memphis,Online,50.0,Engineer,91.99999999999999,817.83,0
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,3663.64,1
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,319.65,1
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,478.23,0
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,13446.81,1
80.24,Credit,New York,Branch,53.0,Doctor,58.00000000000001,8012.810000000001,0
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,4201.22,0
178.91,Debit,Omaha,ATM,18.0,Student,18.999999999999996,8870.89,0
115.22,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,906.1999999999999,0
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,9286.37,0
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,2224.08,0
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,14639.28,0
280.99,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,9733.59,1
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,2756.2,0
586.85,Debit,Mesa,ATM,36.0,Doctor,86.0,6655.15,0
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,3233.87,0
63.17,Debit,Fresno,ATM,20.0,Student,148.0,1676.57,1
383.69,Debit,Colorado Springs,Online,54.0,Engineer,285.0,8371.11,1
247.17,Credit,Chicago,Branch,65.0,Retired,149.0,2611.64,1
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,552.06,1
4.15,Credit,Omaha,Branch,60.0,Retired,119.0,6017.36,0
60.989999999999995,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,7281.46,0
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,6847.47,0
524.6,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,13017.7,1
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,7597.660000000001,0
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,7330.31,0
124.84,Debit,Louisville,Online,52.0,Retired,79.0,6711.78,1
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,2248.06,0
39.69,Debit,Austin,Online,70.0,Retired,163.0,3524.68,1
157.7,Credit,Omaha,Branch,58.0,Engineer,45.99999999999999,8332.58,0
81.27,Credit,Seattle,Online,22.0,Student,68.00000000000001,1814.48,0
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,3886.7699999999995,1
16.73,Debit,Omaha,Online,79.0,Retired,165.0,7591.129999999999,0
474.05000000000007,Debit,San Jose,ATM,57.0,Retired,214.0,1484.31,0
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,9385.57,0
637.75,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,4202.92,1
153.59,Credit,Portland,Branch,66.0,Retired,174.0,4813.12,0
186.6,Debit,Tucson,Branch,18.0,Student,139.0,9716.68,0
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1980.62,1
226.66,Debit,Austin,Branch,41.0,Doctor,168.00000000000003,10216.25,1
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,944.83,0
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,7469.2,0
793.13,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,13389.16,0
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,8475.47,1
214.83,Credit,Tucson,ATM,23.0,Student,63.0,991.6899999999999,0
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,6953.8,1
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1370.03,1
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,14851.28,1
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,11505.35,0
259.9,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,914.2799999999999,0
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,9955.88,1
50.63,Debit,Columbus,Online,64.0,Retired,143.0,4732.81,1
913.49125,Debit,Jacksonville,Branch,20.0,Student,91.0,530.86,1
112.94,Credit,San Antonio,Online,73.0,Retired,30.999999999999996,3807.8399999999997,0
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,320.25,0
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,12033.92,0
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,6109.55,0
233.44,Debit,Chicago,Online,20.0,Student,297.0,1691.88,1
141.8,Debit,Chicago,ATM,18.0,Student,116.00000000000001,1697.67,1
209.03,Debit,Detroit,Branch,55.0,Engineer,126.0,8359.5,1
913.49125,Debit,Baltimore,ATM,26.0,Student,144.0,1629.12,1
261.14,Debit,San Antonio,ATM,42.0,Engineer,162.0,6100.08,0
101.81,Debit,Fort Worth,ATM,45.0,Doctor,105.0,13872.03,1
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,10095.23,1
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1504.99,1
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,13182.11,0
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,4330.04,1
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,905.2499999999999,1
154.32,Credit,Tucson,ATM,38.0,Engineer,269.0,6972.5,0
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,3553.69,1
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,6164.65,0
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,9626.14,1
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,6364.14,1
204.06,Debit,Washington,Online,77.0,Retired,159.0,4351.83,0
53.51,Debit,New York,Online,56.0,Retired,165.0,5773.5,0
913.49125,Debit,Los Angeles,Branch,30.0,Engineer,262.0,9257.04,1
52.95,Credit,Charlotte,Online,68.0,Retired,14.0,6335.58,1
120.17000000000002,Debit,Portland,ATM,49.0,Doctor,105.0,5403.79,0
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,8135.31,1
119.00999999999999,Debit,Philadelphia,ATM,45.0,Doctor,87.0,9798.26,0
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,137.42,0
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,7015.46,1
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,2356.71,0
61.370000000000005,Debit,Columbus,Branch,75.0,Retired,164.0,4294.44,1
103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,9251.38,0
1.21,Debit,Atlanta,Branch,55.0,Retired,196.0,7542.739999999999,1
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,9880.71,1
60.96000000000001,Debit,Colorado Springs,ATM,52.0,Retired,238.0,6189.24,1
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,12540.18,0
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,4586.11,1
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1519.38,1
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1447.26,1
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1131.42,0
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,10278.75,1
16.79,Credit,Detroit,Online,30.0,Doctor,146.0,535.15,1
913.49125,Debit,San Diego,Online,18.0,Student,61.99999999999999,859.8599999999999,0
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,13891.47,0
157.16,Debit,New York,Branch,20.0,Student,280.0,1545.77,0
643.38,Credit,Detroit,Online,18.0,Student,105.0,1046.74,1
328.34,Credit,San Diego,Online,42.0,Engineer,30.999999999999996,2840.45,0
72.68,Debit,Seattle,Online,69.0,Retired,44.0,6216.77,0
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,10141.92,1
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1404.06,1
29.220000000000002,Debit,Detroit,ATM,27.0,Engineer,69.00000000000001,7795.79,1
653.97,Debit,Miami,Online,37.0,Engineer,100.00000000000001,3886.65,0
366.43,Credit,Portland,Online,21.0,Student,91.99999999999999,1560.45,0
120.85999999999999,Debit,Colorado Springs,Online,33.0,Doctor,162.0,13566.58,1
233.74,Debit,Boston,Online,72.0,Retired,142.0,4749.54,1
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1044.33,0
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.00000000000001,2012.24,1
254.21,Debit,Phoenix,ATM,48.0,Engineer,45.99999999999999,2487.2,0
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,14977.99,0
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1969.48,1
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,7001.2,0
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,2525.25,0
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,7457.94,0
672.74,Credit,Colorado Springs,Branch,46.0,Engineer,118.0,5386.52,1
74.04,Debit,Memphis,Online,18.0,Student,66.0,1690.23,0
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,3114.92,0
21.15,Debit,Columbus,Branch,70.0,Retired,180.0,3466.74,1
218.37,Debit,Houston,ATM,62.0,Doctor,105.0,9942.24,1
590.01,Debit,San Jose,Online,29.0,Doctor,140.0,9791.74,0
697.82,Debit,New York,Online,44.0,Engineer,153.0,6824.0,0
302.76,Debit,Sacramento,ATM,38.0,Engineer,88.0,8583.39,0
148.0,Debit,Tucson,Branch,20.0,Student,35.0,1488.65,0
22.26,Debit,San Antonio,Branch,19.0,Student,56.0,5583.88,0
0.86,Debit,Colorado Springs,ATM,25.0,Student,139.0,1357.22,1
757.1,Debit,Atlanta,Branch,65.0,Doctor,203.0,10553.23,1
38.81,Credit,Virginia Beach,Online,25.0,Student,145.0,1619.6,0
76.51,Credit,Mesa,Online,49.0,Engineer,120.0,9475.4,0
32.46,Debit,Charlotte,Online,31.0,Doctor,10.0,8656.18,1
913.49125,Credit,San Jose,Branch,62.0,Doctor,158.0,207.74,0
20.64,Debit,Charlotte,Branch,22.0,Student,59.00000000000001,949.38,1
662.11,Debit,Atlanta,Branch,23.0,Student,219.0,1996.38,1
288.77,Debit,Los Angeles,ATM,55.0,Engineer,110.0,8836.51,1
35.05,Debit,Boston,Branch,30.0,Doctor,105.0,14330.47,1
214.73,Credit,Los Angeles,ATM,46.0,Doctor,26.0,5368.42,1
25.38,Debit,Louisville,Branch,57.0,Engineer,66.0,8616.05,1
617.66,Debit,Memphis,ATM,41.0,Engineer,40.0,5906.58,0
446.39,Debit,Houston,ATM,63.0,Retired,77.0,7863.6,1
377.92,Debit,Raleigh,Branch,33.0,Engineer,204.0,2254.71,0
11.04,Debit,Phoenix,Online,30.0,Engineer,43.0,6983.04,0
275.46,Debit,Fort Worth,ATM,36.0,Doctor,67.0,9697.75,1
179.76,Debit,Philadelphia,Online,78.0,Retired,81.0,5909.52,0
32.34,Debit,Kansas City,Branch,44.0,Doctor,45.0,7847.619999999999,1
273.92,Debit,Portland,Branch,79.0,Retired,109.0,4543.56,0
375.45,Debit,Fort Worth,Branch,19.0,Student,32.0,1307.23,1
388.98,Debit,Fresno,ATM,23.0,Student,155.0,1819.91,1
492.84,Debit,Indianapolis,ATM,25.0,Student,37.99999999999999,577.67,1
148.85,Debit,Mesa,ATM,57.0,Doctor,25.000000000000004,7802.360000000001,0
119.95,Credit,Philadelphia,Branch,62.0,Retired,47.0,2596.61,0
391.66,Debit,Fresno,Branch,50.0,Engineer,103.0,2406.31,1
185.99,Credit,Fresno,Branch,41.0,Engineer,53.00000000000001,402.45,1
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1238.43,1
20.27,Debit,Miami,Branch,18.0,Student,22.0,796.3499999999999,0
280.61,Debit,Mesa,ATM,47.0,Engineer,129.0,7888.76,0
199.02,Debit,Houston,ATM,61.0,Retired,269.0,4658.89,1
104.23,Credit,Louisville,Online,63.0,Retired,107.99999999999999,5009.29,1
353.59,Credit,New York,Branch,52.0,Retired,109.0,1822.34,0
55.86,Debit,Seattle,Online,39.0,Engineer,68.00000000000001,5346.46,0
10.77,Debit,Indianapolis,ATM,31.0,Doctor,178.0,10704.95,1
95.55,Debit,Louisville,Branch,33.0,Engineer,51.00000000000001,2434.74,1
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,6568.07,1
9.1,Credit,San Francisco,Online,52.0,Retired,63.0,2791.45,0
21.41,Debit,Louisville,Online,57.0,Doctor,99.0,658.91,1
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1346.88,1
388.1,Credit,Los Angeles,Online,73.0,Retired,40.0,3022.12,1
215.39,Debit,Detroit,ATM,27.0,Student,215.99999999999997,1582.55,1
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,14395.88,0
37.7,Debit,Miami,ATM,20.0,Student,109.0,1741.1,0
19.59,Debit,Charlotte,Branch,64.0,Retired,122.0,1061.69,1
81.35,Debit,Houston,Online,41.0,Engineer,103.0,7192.45,1
314.54,Credit,Virginia Beach,Branch,58.0,Engineer,228.0,9923.45,0
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,10915.11,1
397.01,Debit,Los Angeles,ATM,22.0,Student,100.00000000000001,719.52,1
472.48,Debit,New York,Branch,55.0,Engineer,87.0,7128.82,0
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,9028.49,1
102.67,Debit,Albuquerque,Branch,79.0,Retired,119.0,4656.94,1
460.0899999999999,Credit,Fresno,Online,35.0,Doctor,146.0,6990.64,1
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,6366.43,0
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1382.62,0
111.26,Debit,Boston,ATM,66.0,Doctor,43.0,14350.11,1
121.17,Debit,Phoenix,ATM,68.0,Doctor,158.0,12990.77,0
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,4835.91,0
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,2154.58,0
471.88,Credit,San Jose,Online,34.0,Doctor,141.0,14833.34,0
83.79,Debit,Nashville,ATM,57.0,Engineer,47.0,5061.3,0
212.14,Debit,Austin,Branch,72.0,Retired,105.0,7225.06,1
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,2607.58,0
839.33,Credit,Louisville,Branch,60.0,Doctor,86.0,11538.97,1
29.909999999999997,Credit,Philadelphia,Online,76.0,Retired,43.0,2834.84,0
4.24,Debit,San Diego,Online,38.0,Engineer,37.99999999999999,7822.729999999999,0
50.29,Credit,Raleigh,Online,58.0,Doctor,64.0,7604.9,0
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1480.39,1
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,13696.31,0
17.95,Credit,Sacramento,Branch,64.0,Doctor,135.0,12344.9,0
127.80000000000001,Credit,Virginia Beach,Branch,31.0,Engineer,47.0,8630.99,0
16.73,Debit,Houston,Online,45.0,Engineer,48.0,2202.62,1
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,14409.74,1
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,4894.25,1
156.58,Debit,Portland,Branch,24.0,Student,160.0,8981.61,0
55.12,Credit,Houston,Online,34.0,Engineer,261.0,3791.99,1
15.74,Debit,Denver,Branch,27.0,Student,37.99999999999999,690.16,1
353.68,Debit,Las Vegas,Online,70.0,Retired,145.0,6777.12,1
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,5449.37,0
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,13779.97,0
75.04,Debit,El Paso,ATM,49.0,Engineer,178.0,9648.6,1
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1029.15,0
215.8,Credit,Jacksonville,Branch,51.0,Retired,66.0,3656.62,1
913.49125,Debit,Louisville,ATM,41.0,Engineer,247.99999999999997,6710.51,1
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1778.75,1
688.36,Credit,Memphis,Branch,23.0,Student,22.0,5191.13,0
285.18,Credit,Sacramento,Branch,55.0,Doctor,150.0,14847.97,0
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,5238.37,1
463.10999999999996,Credit,Las Vegas,Branch,51.0,Doctor,159.0,10238.82,1
150.03,Debit,Columbus,ATM,73.0,Retired,176.0,7491.42,1
428.61,Debit,Fresno,Branch,51.0,Retired,131.0,2116.36,1
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,972.04,1
377.08,Credit,Mesa,Branch,26.0,Student,71.0,6430.86,0
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,14077.97,0
146.92,Debit,Portland,ATM,64.0,Retired,272.0,3990.6,0
126.6,Debit,San Antonio,Branch,22.0,Student,146.0,961.6499999999999,0
101.34,Debit,Boston,ATM,24.0,Student,45.99999999999999,703.2599999999999,1
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1156.67,1
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1356.47,1
516.47,Credit,Charlotte,ATM,25.0,Student,94.0,1305.06,1
880.04,Debit,Sacramento,ATM,25.0,Student,29.000000000000004,261.97,0
353.69,Debit,San Jose,Online,59.0,Engineer,163.0,9500.79,0
66.69,Credit,San Antonio,Branch,25.0,Student,140.0,1210.33,0
95.75,Debit,Los Angeles,Branch,31.0,Engineer,169.0,337.62,1
43.91,Debit,Albuquerque,Online,27.0,Student,86.0,1806.68,1
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,6323.45,1
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,7155.95,1
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,7896.14,0
107.48,Debit,Omaha,Branch,22.0,Student,129.0,591.2299999999999,0
36.57,Debit,Omaha,ATM,62.0,Retired,69.00000000000001,2583.07,0
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,234.40999999999997,0
84.89,Debit,San Jose,ATM,37.0,Engineer,70.0,4735.61,0
832.3,Credit,Austin,Branch,69.0,Retired,86.0,6617.52,1
180.65,Debit,Charlotte,Branch,22.0,Student,37.99999999999999,816.0099999999999,1
7.76,Credit,Las Vegas,Online,52.0,Retired,84.00000000000001,7393.11,1
109.3,Debit,Fort Worth,Branch,56.0,Doctor,26.999999999999996,13510.11,1
230.08,Debit,Austin,Online,79.0,Retired,123.99999999999999,4466.1,1
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,7474.31,1
71.29,Debit,Chicago,ATM,68.0,Retired,55.0,7225.63,1
122.45000000000002,Debit,New York,Branch,46.0,Doctor,98.0,7255.49,0
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,11417.91,0
62.86,Debit,Houston,Branch,25.0,Student,30.999999999999996,1040.43,1
175.21,Credit,Mesa,ATM,69.0,Doctor,69.00000000000001,6039.04,0
168.0,Credit,Tucson,Branch,32.0,Engineer,11.0,3498.58,0
11.46,Debit,Chicago,Online,67.0,Retired,73.0,6628.75,1
382.07,Credit,Omaha,Branch,62.0,Doctor,147.0,10156.09,0
13.48,Debit,Las Vegas,Online,18.0,Student,20.0,521.88,1
65.32,Debit,Mesa,ATM,28.0,Student,53.99999999999999,9165.02,0
83.07,Debit,Miami,Branch,27.0,Engineer,291.0,6704.76,0
730.1,Credit,Chicago,Branch,77.0,Retired,93.0,6384.05,1
85.31,Debit,Kansas City,ATM,62.0,Retired,26.999999999999996,6095.65,1
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1008.76,0
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,4381.24,0
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1382.8,0
65.26,Debit,Sacramento,Branch,26.0,Student,72.0,7380.63,0
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.00000000000001,1981.6700000000003,1
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,7036.72,1
88.38,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,3707.82,0
48.77,Credit,Austin,Online,42.0,Engineer,51.00000000000001,2040.1600000000003,1
289.1,Debit,Baltimore,ATM,27.0,Student,206.0,267.53,1
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,2617.23,1
48.29,Debit,San Diego,Online,37.0,Engineer,242.0,8883.4,0
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1660.66,1
913.49125,Debit,Portland,Branch,67.0,Retired,79.0,2011.6,0
100.27,Debit,Miami,Online,79.0,Retired,51.00000000000001,4309.9,0
44.54,Debit,San Antonio,ATM,31.0,Engineer,164.0,362.4,0
913.49125,Credit,Phoenix,Online,52.0,Doctor,40.0,836.69,0
82.17,Debit,Fort Worth,Branch,28.0,Student,21.000000000000004,1913.06,1
913.49125,Debit,Baltimore,Online,19.0,Student,150.0,563.46,1
447.42,Debit,Charlotte,Online,32.0,Engineer,65.0,6133.22,1
590.26,Credit,Austin,Branch,25.0,Student,48.0,1068.28,1
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,2037.7499999999998,0
146.01,Debit,San Francisco,Online,26.0,Student,269.0,221.79,0
136.05,Debit,Atlanta,Online,24.0,Student,63.0,1127.54,1
11.57,Credit,New York,Branch,56.0,Retired,64.0,2061.61,0
102.34,Debit,San Antonio,Online,51.0,Doctor,78.0,9326.28,0
7.82,Debit,Boston,ATM,36.0,Engineer,273.0,2240.49,1
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,6579.37,1
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1876.35,0
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1664.59,1
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,6910.18,0
7.790000000000001,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1319.85,1
233.71000000000004,Debit,Louisville,Branch,63.0,Doctor,11.0,6095.5,1
176.37,Debit,Boston,Branch,55.0,Retired,126.0,2420.86,1
122.62999999999998,Debit,Milwaukee,Branch,21.0,Student,153.0,359.06,0
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,3128.71,1
21.57,Debit,San Francisco,ATM,54.0,Retired,71.0,7587.48,0
82.67,Debit,Milwaukee,Branch,26.0,Student,45.99999999999999,290.59,0
451.35,Credit,Baltimore,Branch,47.0,Engineer,223.0,7707.959999999999,1
299.42,Credit,San Jose,Branch,63.0,Retired,53.00000000000001,4735.41,0
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,6165.03,1
346.76,Credit,San Jose,Branch,21.0,Student,116.00000000000001,1637.75,0
47.48,Debit,El Paso,Branch,24.0,Student,66.0,585.5199999999999,1
64.92,Debit,Atlanta,Branch,58.0,Engineer,236.0,5481.76,1
350.72,Credit,Fresno,ATM,28.0,Student,48.0,1982.8999999999999,1
3.8000000000000003,Debit,Charlotte,Online,65.0,Doctor,174.0,5766.96,1
